Gene ID,Gene symbol,Description,Scientific name,Common name,RefSeq Transcript accessions,RefSeq Protein accessions,SPARCLE ID,Curation Status,RefseqSelect,Default sequence
104676107,COQ8B,coenzyme Q8B,Rhinopithecus roxellana,golden snub-nosed monkey,XM_030941921.1,XP_030797781.1,,model,,
104676107,COQ8B,coenzyme Q8B,Rhinopithecus roxellana,golden snub-nosed monkey,XM_030941922.1,XP_030797782.1,,model,,
104676107,COQ8B,coenzyme Q8B,Rhinopithecus roxellana,golden snub-nosed monkey,XM_030941923.1,XP_030797783.1,,model,,
104676107,COQ8B,coenzyme Q8B,Rhinopithecus roxellana,golden snub-nosed monkey,XM_030941924.1,XP_030797784.1,,model,,
104855581,Coq8b,coenzyme Q8B,Fukomys damarensis,Damara mole-rat,XM_010614453.3,XP_010612755.1,10195515,model,,default-seq
104855581,Coq8b,coenzyme Q8B,Fukomys damarensis,Damara mole-rat,XM_010614454.3,XP_010612756.1,10195515,model,,
104855581,Coq8b,coenzyme Q8B,Fukomys damarensis,Damara mole-rat,XM_010614455.3,XP_010612757.1,10195515,model,,
104855581,Coq8b,coenzyme Q8B,Fukomys damarensis,Damara mole-rat,XM_010614456.3,XP_010612758.1,10195515,model,,
104855581,Coq8b,coenzyme Q8B,Fukomys damarensis,Damara mole-rat,XM_010614457.3,XP_010612759.1,10195515,model,,
104855581,Coq8b,coenzyme Q8B,Fukomys damarensis,Damara mole-rat,XM_033765800.1,XP_033621691.1,,model,,
104855581,Coq8b,coenzyme Q8B,Fukomys damarensis,Damara mole-rat,XM_033765801.1,XP_033621692.1,,model,,
104995365,COQ8B,coenzyme Q8B,Bison bison bison,,XM_010849243.1,XP_010847545.1,10195515,model,,default-seq
104995365,COQ8B,coenzyme Q8B,Bison bison bison,,XM_010849244.1,XP_010847546.1,10195515,model,,
104995365,COQ8B,coenzyme Q8B,Bison bison bison,,XM_010849245.1,XP_010847547.1,10195515,model,,
104995365,COQ8B,coenzyme Q8B,Bison bison bison,,XM_010849246.1,XP_010847548.1,10195515,model,,
104995365,COQ8B,coenzyme Q8B,Bison bison bison,,XM_010849247.1,XP_010847549.1,10195515,model,,
105062864,COQ8B,coenzyme Q8B,Camelus bactrianus,Bactrian camel,XM_010947268.3,XP_010945570.2,,model,,default-seq
105062864,COQ8B,coenzyme Q8B,Camelus bactrianus,Bactrian camel,XM_010947270.3,XP_010945572.3,,model,,
105062864,COQ8B,coenzyme Q8B,Camelus bactrianus,Bactrian camel,XM_010947273.3,XP_010945575.2,,model,,
105062864,COQ8B,coenzyme Q8B,Camelus bactrianus,Bactrian camel,XM_045510889.2,XP_045366845.2,,model,,
105062864,COQ8B,coenzyme Q8B,Camelus bactrianus,Bactrian camel,XM_045510890.2,XP_045366846.2,,model,,
105093349,COQ8B,coenzyme Q8B,Camelus dromedarius,Arabian camel,XM_010985209.3,XP_010983511.2,,model,,default-seq
105093349,COQ8B,coenzyme Q8B,Camelus dromedarius,Arabian camel,XM_010985211.3,XP_010983513.3,,model,,
105093349,COQ8B,coenzyme Q8B,Camelus dromedarius,Arabian camel,XM_010985214.3,XP_010983516.2,,model,,
105093349,COQ8B,coenzyme Q8B,Camelus dromedarius,Arabian camel,XM_010985215.3,XP_010983517.2,,model,,
105093349,COQ8B,coenzyme Q8B,Camelus dromedarius,Arabian camel,XM_010985216.3,XP_010983518.2,,model,,
105093349,COQ8B,coenzyme Q8B,Camelus dromedarius,Arabian camel,XM_031458733.2,XP_031314593.1,,model,,
105093349,COQ8B,coenzyme Q8B,Camelus dromedarius,Arabian camel,XM_031458734.2,XP_031314594.1,,model,,
105093349,COQ8B,coenzyme Q8B,Camelus dromedarius,Arabian camel,XM_031458735.2,XP_031314595.2,,model,,
105300206,COQ8B,coenzyme Q8B,Pteropus vampyrus,large flying fox,XM_023537903.1,XP_023393671.1,10195515,model,,default-seq
105495331,COQ8B,coenzyme Q8B,Macaca nemestrina,pig-tailed macaque,XM_011764714.3,XP_011763016.1,10195515,model,,default-seq
105495331,COQ8B,coenzyme Q8B,Macaca nemestrina,pig-tailed macaque,XM_011764716.2,XP_011763018.1,10195515,model,,
105495331,COQ8B,coenzyme Q8B,Macaca nemestrina,pig-tailed macaque,XM_011764717.3,XP_011763019.1,10195515,model,,
105495331,COQ8B,coenzyme Q8B,Macaca nemestrina,pig-tailed macaque,XM_011764718.3,XP_011763020.1,10195515,model,,
105495331,COQ8B,coenzyme Q8B,Macaca nemestrina,pig-tailed macaque,XM_011764719.3,XP_011763021.1,10195515,model,,
105519187,COQ8B,coenzyme Q8B,Colobus angolensis palliatus,,XM_011952488.1,XP_011807878.1,10195515,model,,default-seq
105542246,COQ8B,coenzyme Q8B,Mandrillus leucophaeus,drill,XM_011983699.1,XP_011839089.1,10195515,model,,default-seq
105597992,COQ8B,coenzyme Q8B,Cercocebus atys,sooty mangabey,XM_012086774.1,XP_011942164.1,10195515,model,,default-seq
105723429,COQ8B,coenzyme Q8B,Aotus nancymaae,Ma's night monkey,XM_012461429.3,XP_012316852.2,,model,,default-seq
105723429,COQ8B,coenzyme Q8B,Aotus nancymaae,Ma's night monkey,XM_012461430.3,XP_012316853.2,,model,,
105723429,COQ8B,coenzyme Q8B,Aotus nancymaae,Ma's night monkey,XM_012461431.3,XP_012316854.2,,model,,
105723429,COQ8B,coenzyme Q8B,Aotus nancymaae,Ma's night monkey,XM_012461432.2,XP_012316855.2,,model,,
105723429,COQ8B,coenzyme Q8B,Aotus nancymaae,Ma's night monkey,XM_012461433.3,XP_012316856.2,,model,,
105723429,COQ8B,coenzyme Q8B,Aotus nancymaae,Ma's night monkey,XM_012461434.3,XP_012316857.2,,model,,
105723429,COQ8B,coenzyme Q8B,Aotus nancymaae,Ma's night monkey,XM_012461435.3,XP_012316858.2,,model,,
105723429,COQ8B,coenzyme Q8B,Aotus nancymaae,Ma's night monkey,XM_012461436.2,XP_012316859.2,,model,,
105723429,COQ8B,coenzyme Q8B,Aotus nancymaae,Ma's night monkey,XM_012461437.3,XP_012316860.2,,model,,
105750166,COQ8B,coenzyme Q8B,Sarcophilus harrisii,Tasmanian devil,XM_031961634.1,XP_031817494.1,,model,,default-seq
105876759,COQ8B,coenzyme Q8B,Microcebus murinus,gray mouse lemur,XM_012774545.2,XP_012629999.1,10195515,model,,default-seq
105876759,COQ8B,coenzyme Q8B,Microcebus murinus,gray mouse lemur,XM_012774546.2,XP_012630000.1,10195515,model,,
105876759,COQ8B,coenzyme Q8B,Microcebus murinus,gray mouse lemur,XM_012774548.3,XP_012630002.1,10195515,model,,
105876759,COQ8B,coenzyme Q8B,Microcebus murinus,gray mouse lemur,XM_020283249.2,XP_020138838.1,10195515,model,,
105998028,Coq8b,coenzyme Q8B,Dipodomys ordii,Ord's kangaroo rat,XM_013032623.1,XP_012888077.1,10195515,model,,default-seq
106843253,COQ8B,coenzyme Q8B,Equus asinus,donkey,XM_044759620.2,XP_044615555.1,,model,,default-seq
106843253,COQ8B,coenzyme Q8B,Equus asinus,donkey,XM_044759621.2,XP_044615556.1,,model,,
106843253,COQ8B,coenzyme Q8B,Equus asinus,donkey,XM_044759622.2,XP_044615557.1,,model,,
106843253,COQ8B,coenzyme Q8B,Equus asinus,donkey,XM_044759623.2,XP_044615558.1,,model,,
106843253,COQ8B,coenzyme Q8B,Equus asinus,donkey,XM_044759624.2,XP_044615559.1,,model,,
106843253,COQ8B,coenzyme Q8B,Equus asinus,donkey,XM_044759625.2,XP_044615560.1,,model,,
106843253,COQ8B,coenzyme Q8B,Equus asinus,donkey,XM_044759626.2,XP_044615561.1,,model,,
106843253,COQ8B,coenzyme Q8B,Equus asinus,donkey,XM_070498932.1,XP_070355033.1,,model,,
106843253,COQ8B,coenzyme Q8B,Equus asinus,donkey,XM_070498933.1,XP_070355034.1,,model,,
106843253,COQ8B,coenzyme Q8B,Equus asinus,donkey,XM_070498934.1,XP_070355035.1,,model,,
106843253,COQ8B,coenzyme Q8B,Equus asinus,donkey,XM_070498935.1,XP_070355036.1,,model,,
106979610,COQ8B,coenzyme Q8B,Acinonyx jubatus,cheetah,XM_053210561.1,XP_053066536.1,,model,,default-seq
106979610,COQ8B,coenzyme Q8B,Acinonyx jubatus,cheetah,XM_027044873.2,XP_026900674.1,10195515,model,,
106979610,COQ8B,coenzyme Q8B,Acinonyx jubatus,cheetah,XM_053210562.1,XP_053066537.1,,model,,
106979610,COQ8B,coenzyme Q8B,Acinonyx jubatus,cheetah,XM_053210563.1,XP_053066538.1,,model,,
106979610,COQ8B,coenzyme Q8B,Acinonyx jubatus,cheetah,XM_053210564.1,XP_053066539.1,,model,,
106979610,COQ8B,coenzyme Q8B,Acinonyx jubatus,cheetah,XR_008293639.1,,,model,,
106979610,COQ8B,coenzyme Q8B,Acinonyx jubatus,cheetah,XR_008293640.1,,,model,,
106979610,COQ8B,coenzyme Q8B,Acinonyx jubatus,cheetah,XR_008293641.1,,,model,,
107521808,COQ8B,coenzyme Q8B,Rousettus aegyptiacus,Egyptian rousette,XM_016166839.2,XP_016022325.2,,model,,default-seq
107521808,COQ8B,coenzyme Q8B,Rousettus aegyptiacus,Egyptian rousette,XM_016166840.2,XP_016022326.2,,model,,
107521808,COQ8B,coenzyme Q8B,Rousettus aegyptiacus,Egyptian rousette,XM_016166841.2,XP_016022327.2,,model,,
107521808,COQ8B,coenzyme Q8B,Rousettus aegyptiacus,Egyptian rousette,XM_016166842.2,XP_016022328.2,,model,,
107521808,COQ8B,coenzyme Q8B,Rousettus aegyptiacus,Egyptian rousette,XM_036231670.1,XP_036087563.1,,model,,
107521808,COQ8B,coenzyme Q8B,Rousettus aegyptiacus,Egyptian rousette,XM_036231671.1,XP_036087564.1,,model,,
107521808,COQ8B,coenzyme Q8B,Rousettus aegyptiacus,Egyptian rousette,XM_036231672.1,XP_036087565.1,,model,,
107534207,COQ8B,coenzyme Q8B,Miniopterus natalensis,,XM_016209224.1,XP_016064710.1,10195515,model,,default-seq
108285770,COQ8B,coenzyme Q8B,Cebus imitator,Panamanian white-faced capuchin,XM_017503176.2,XP_017358665.1,10195515,model,,default-seq
108285770,COQ8B,coenzyme Q8B,Cebus imitator,Panamanian white-faced capuchin,XM_017503178.2,XP_017358667.1,10195515,model,,
108285770,COQ8B,coenzyme Q8B,Cebus imitator,Panamanian white-faced capuchin,XM_017503180.2,XP_017358669.1,10195515,model,,
108285770,COQ8B,coenzyme Q8B,Cebus imitator,Panamanian white-faced capuchin,XM_017503181.2,XP_017358670.1,10195515,model,,
108285770,COQ8B,coenzyme Q8B,Cebus imitator,Panamanian white-faced capuchin,XM_037729450.1,XP_037585378.1,,model,,
108285770,COQ8B,coenzyme Q8B,Cebus imitator,Panamanian white-faced capuchin,XM_037729451.1,XP_037585379.1,,model,,
108285770,COQ8B,coenzyme Q8B,Cebus imitator,Panamanian white-faced capuchin,XM_037729452.1,XP_037585380.1,,model,,
108285770,COQ8B,coenzyme Q8B,Cebus imitator,Panamanian white-faced capuchin,XM_037729453.1,XP_037585381.1,,model,,
108285770,COQ8B,coenzyme Q8B,Cebus imitator,Panamanian white-faced capuchin,XM_037729454.1,XP_037585382.1,,model,,
108384526,COQ8B,coenzyme Q8B,Manis javanica,Malayan pangolin,XM_037013924.1,XP_036869819.1,,model,,default-seq
108384526,COQ8B,coenzyme Q8B,Manis javanica,Malayan pangolin,XM_017641551.3,XP_017497040.1,10195515,model,,
108384526,COQ8B,coenzyme Q8B,Manis javanica,Malayan pangolin,XM_017641552.3,XP_017497041.1,10195515,model,,
108384526,COQ8B,coenzyme Q8B,Manis javanica,Malayan pangolin,XM_017641553.2,XP_017497042.1,10195515,model,,
108384526,COQ8B,coenzyme Q8B,Manis javanica,Malayan pangolin,XM_017641554.3,XP_017497043.1,10195515,model,,
108384526,COQ8B,coenzyme Q8B,Manis javanica,Malayan pangolin,XM_073226465.1,XP_073082566.1,,model,,
108539001,COQ8B,coenzyme Q8B,Rhinopithecus bieti,black snub-nosed monkey,XM_017887360.1,XP_017742849.1,13341160,model,,default-seq
109256619,COQ8B,coenzyme Q8B,Panthera pardus,leopard,XM_053905911.1,XP_053761886.1,,model,,default-seq
109256619,COQ8B,coenzyme Q8B,Panthera pardus,leopard,XM_019432105.2,XP_019287650.1,10195515,model,,
109256619,COQ8B,coenzyme Q8B,Panthera pardus,leopard,XM_053905912.1,XP_053761887.1,,model,,
109256619,COQ8B,coenzyme Q8B,Panthera pardus,leopard,XM_053905913.1,XP_053761888.1,,model,,
109256619,COQ8B,coenzyme Q8B,Panthera pardus,leopard,XM_053905914.1,XP_053761889.1,,model,,
109374867,COQ8B,coenzyme Q8B,Hipposideros armiger,great roundleaf bat,XM_019629807.1,XP_019485352.1,,model,,default-seq
109374867,COQ8B,coenzyme Q8B,Hipposideros armiger,great roundleaf bat,XM_019629808.1,XP_019485353.1,,model,,
109374867,COQ8B,coenzyme Q8B,Hipposideros armiger,great roundleaf bat,XM_019629809.1,XP_019485354.1,,model,,
109374867,COQ8B,coenzyme Q8B,Hipposideros armiger,great roundleaf bat,XM_019629810.1,XP_019485355.1,,model,,
109374867,COQ8B,coenzyme Q8B,Hipposideros armiger,great roundleaf bat,XM_019629811.1,XP_019485356.1,10195515,model,,
109374867,COQ8B,coenzyme Q8B,Hipposideros armiger,great roundleaf bat,XM_019629812.1,XP_019485357.1,,model,,
109374867,COQ8B,coenzyme Q8B,Hipposideros armiger,great roundleaf bat,XM_019629813.1,XP_019485358.1,,model,,
109374867,COQ8B,coenzyme Q8B,Hipposideros armiger,great roundleaf bat,XM_019629814.1,XP_019485359.1,,model,,
109374867,COQ8B,coenzyme Q8B,Hipposideros armiger,great roundleaf bat,XM_019629815.1,XP_019485360.1,,model,,
109374867,COQ8B,coenzyme Q8B,Hipposideros armiger,great roundleaf bat,XM_019629816.1,XP_019485361.1,,model,,
109374867,COQ8B,coenzyme Q8B,Hipposideros armiger,great roundleaf bat,XM_019629818.1,XP_019485363.1,10195515,model,,
109374867,COQ8B,coenzyme Q8B,Hipposideros armiger,great roundleaf bat,XM_019629819.1,XP_019485364.1,10195515,model,,
109374867,COQ8B,coenzyme Q8B,Hipposideros armiger,great roundleaf bat,XM_019629820.1,XP_019485365.1,10195515,model,,
109374867,COQ8B,coenzyme Q8B,Hipposideros armiger,great roundleaf bat,XM_019629821.1,XP_019485366.1,10195515,model,,
109458111,COQ8B,coenzyme Q8B,Rhinolophus sinicus,Chinese rufous horseshoe bat,XM_074314300.1,XP_074170401.1,,model,,default-seq
109549595,COQ8B,coenzyme Q8B,Tursiops truncatus,common bottlenose dolphin,XM_033844305.2,XP_033700196.1,,model,,default-seq
109549595,COQ8B,coenzyme Q8B,Tursiops truncatus,common bottlenose dolphin,XM_033844306.2,XP_033700197.1,,model,,
109549595,COQ8B,coenzyme Q8B,Tursiops truncatus,common bottlenose dolphin,XM_033844307.2,XP_033700198.1,,model,,
109549595,COQ8B,coenzyme Q8B,Tursiops truncatus,common bottlenose dolphin,XM_033844308.2,XP_033700199.1,,model,,
109549595,COQ8B,coenzyme Q8B,Tursiops truncatus,common bottlenose dolphin,XM_073795887.1,XP_073651988.1,,model,,
109549595,COQ8B,coenzyme Q8B,Tursiops truncatus,common bottlenose dolphin,XM_073795888.1,XP_073651989.1,,model,,
109572748,COQ8B,coenzyme Q8B,Bos indicus,zebu cattle,XM_019979812.2,XP_019835371.2,,model,,default-seq
109572748,COQ8B,coenzyme Q8B,Bos indicus,zebu cattle,XM_019979813.2,XP_019835372.2,,model,,
109572748,COQ8B,coenzyme Q8B,Bos indicus,zebu cattle,XM_019979814.2,XP_019835373.2,,model,,
109572748,COQ8B,coenzyme Q8B,Bos indicus,zebu cattle,XM_019979815.2,XP_019835374.2,,model,,
109572748,COQ8B,coenzyme Q8B,Bos indicus,zebu cattle,XM_070771059.1,XP_070627160.1,,model,,
109697663,Coq8b,coenzyme Q8B,Castor canadensis,American beaver,XM_020181399.2,XP_020036988.2,,model,,default-seq
110144029,COQ8B,coenzyme Q8B,Odocoileus virginianus,white-tailed deer,XM_020903845.2,XP_020759504.2,,model,,default-seq
110144029,COQ8B,coenzyme Q8B,Odocoileus virginianus,white-tailed deer,XM_070450828.1,XP_070306929.1,,model,,
110144029,COQ8B,coenzyme Q8B,Odocoileus virginianus,white-tailed deer,XM_070450829.1,XP_070306930.1,,model,,
110144029,COQ8B,coenzyme Q8B,Odocoileus virginianus,white-tailed deer,XM_070450830.1,XP_070306931.1,,model,,
110144029,COQ8B,coenzyme Q8B,Odocoileus virginianus,white-tailed deer,XM_070450831.1,XP_070306932.1,,model,,
110144029,COQ8B,coenzyme Q8B,Odocoileus virginianus,white-tailed deer,XM_070450832.1,XP_070306933.1,,model,,
110144029,COQ8B,coenzyme Q8B,Odocoileus virginianus,white-tailed deer,XM_070450833.1,XP_070306934.1,,model,,
110144029,COQ8B,coenzyme Q8B,Odocoileus virginianus,white-tailed deer,XM_070450834.1,XP_070306935.1,,model,,
110144029,COQ8B,coenzyme Q8B,Odocoileus virginianus,white-tailed deer,XM_070450835.1,XP_070306936.1,,model,,
110144029,COQ8B,coenzyme Q8B,Odocoileus virginianus,white-tailed deer,XM_070450836.1,XP_070306937.1,,model,,
110144029,COQ8B,coenzyme Q8B,Odocoileus virginianus,white-tailed deer,XM_070450837.1,XP_070306938.1,,model,,
110202844,COQ8B,coenzyme Q8B,Phascolarctos cinereus,koala,XM_020979210.1,XP_020834869.1,10195515,model,,default-seq
110202844,COQ8B,coenzyme Q8B,Phascolarctos cinereus,koala,XM_020979212.1,XP_020834871.1,10195515,model,,
110202844,COQ8B,coenzyme Q8B,Phascolarctos cinereus,koala,XM_020979222.1,XP_020834881.1,10195515,model,,
110297881,Coq8b,coenzyme Q8B,Mus caroli,Ryukyu mouse,XM_021166951.1,XP_021022610.1,10195515,model,,default-seq
110297881,Coq8b,coenzyme Q8B,Mus caroli,Ryukyu mouse,XM_021166952.2,XP_021022611.1,10195515,model,,
110321640,Coq8b,coenzyme Q8B,Mus pahari,shrew mouse,XM_021198011.1,XP_021053670.1,10195515,model,,default-seq
110556736,Coq8b,coenzyme Q8B,Meriones unguiculatus,Mongolian gerbil,XM_021650637.2,XP_021506312.2,,model,,default-seq
110556736,Coq8b,coenzyme Q8B,Meriones unguiculatus,Mongolian gerbil,XM_021650634.2,XP_021506309.1,10195515,model,,
110556736,Coq8b,coenzyme Q8B,Meriones unguiculatus,Mongolian gerbil,XM_021650635.2,XP_021506310.1,10195515,model,,
110556736,Coq8b,coenzyme Q8B,Meriones unguiculatus,Mongolian gerbil,XM_021650636.2,XP_021506311.1,10195515,model,,
110556736,Coq8b,coenzyme Q8B,Meriones unguiculatus,Mongolian gerbil,XM_060366488.1,XP_060222471.1,,model,,
110556736,Coq8b,coenzyme Q8B,Meriones unguiculatus,Mongolian gerbil,XM_060366489.1,XP_060222472.1,,model,,
110556736,Coq8b,coenzyme Q8B,Meriones unguiculatus,Mongolian gerbil,XM_060366490.1,XP_060222473.1,,model,,
110556736,Coq8b,coenzyme Q8B,Meriones unguiculatus,Mongolian gerbil,XM_060366491.1,XP_060222474.1,,model,,
110590194,COQ8B,coenzyme Q8B,Neomonachus schauinslandi,Hawaiian monk seal,XM_044922207.1,XP_044778142.1,,model,,default-seq
111161596,LOC111161596,coenzyme Q8B,Enhydra lutris kenyoni,northern sea otter,XM_022525351.1,XP_022381059.1,10195515,model,,default-seq
111161596,LOC111161596,coenzyme Q8B,Enhydra lutris kenyoni,northern sea otter,XM_022525352.1,XP_022381060.1,10195515,model,,
111180840,COQ8B,coenzyme Q8B,Delphinapterus leucas,beluga whale,XM_022585611.2,XP_022441319.1,10195515,model,,default-seq
111180840,COQ8B,coenzyme Q8B,Delphinapterus leucas,beluga whale,XM_022585612.2,XP_022441320.1,10195515,model,,
111553977,COQ8B,coenzyme Q8B,Piliocolobus tephrosceles,Ugandan red Colobus,XM_023229181.2,XP_023084949.1,10195515,model,,default-seq
111553977,COQ8B,coenzyme Q8B,Piliocolobus tephrosceles,Ugandan red Colobus,XM_023229182.2,XP_023084950.1,10195515,model,,
111553977,COQ8B,coenzyme Q8B,Piliocolobus tephrosceles,Ugandan red Colobus,XM_023229183.2,XP_023084951.1,10195515,model,,
111553977,COQ8B,coenzyme Q8B,Piliocolobus tephrosceles,Ugandan red Colobus,XM_023229184.2,XP_023084952.1,10195515,model,,
111553977,COQ8B,coenzyme Q8B,Piliocolobus tephrosceles,Ugandan red Colobus,XM_023229185.2,XP_023084953.1,10195515,model,,
112320247,COQ8B,coenzyme Q8B,Desmodus rotundus,common vampire bat,XM_045185581.2,XP_045041516.2,,model,,default-seq
112415602,COQ8B,coenzyme Q8B,Neophocaena asiaeorientalis asiaeorientalis,Yangtze finless porpoise,XM_024768693.1,XP_024624461.1,10195515,model,,default-seq
112415602,COQ8B,coenzyme Q8B,Neophocaena asiaeorientalis asiaeorientalis,Yangtze finless porpoise,XM_024768694.1,XP_024624462.1,10195515,model,,
112415602,COQ8B,coenzyme Q8B,Neophocaena asiaeorientalis asiaeorientalis,Yangtze finless porpoise,XM_024768695.1,XP_024624463.1,10195515,model,,
112415602,COQ8B,coenzyme Q8B,Neophocaena asiaeorientalis asiaeorientalis,Yangtze finless porpoise,XM_024768696.1,XP_024624464.1,10195515,model,,
112415602,COQ8B,coenzyme Q8B,Neophocaena asiaeorientalis asiaeorientalis,Yangtze finless porpoise,XM_024768697.1,XP_024624465.1,10195515,model,,
112611973,COQ8B,coenzyme Q8B,Theropithecus gelada,gelada,XM_025365925.1,XP_025221710.1,10195515,model,,default-seq
112645449,COQ8B,coenzyme Q8B,Canis lupus dingo,dingo,XM_025424940.3,XP_025280725.1,10195515,model,,default-seq
112645449,COQ8B,coenzyme Q8B,Canis lupus dingo,dingo,XM_025424941.3,XP_025280726.1,10195515,model,,
112645449,COQ8B,coenzyme Q8B,Canis lupus dingo,dingo,XM_025424942.3,XP_025280727.1,10195515,model,,
112645449,COQ8B,coenzyme Q8B,Canis lupus dingo,dingo,XM_025424946.3,XP_025280731.1,10195515,model,,
112645449,COQ8B,coenzyme Q8B,Canis lupus dingo,dingo,XM_025424948.3,XP_025280733.1,10195515,model,,
112810795,COQ8B,coenzyme Q8B,Callorhinus ursinus,northern fur seal,XM_025854634.2,XP_025710419.1,10195515,model,,default-seq
112810795,COQ8B,coenzyme Q8B,Callorhinus ursinus,northern fur seal,XM_025854635.2,XP_025710420.1,10195515,model,,
112810795,COQ8B,coenzyme Q8B,Callorhinus ursinus,northern fur seal,XM_025854638.1,XP_025710423.1,10195515,model,,
112810795,COQ8B,coenzyme Q8B,Callorhinus ursinus,northern fur seal,XM_073885134.1,XP_073741235.1,,model,,
112810795,COQ8B,coenzyme Q8B,Callorhinus ursinus,northern fur seal,XM_073885135.1,XP_073741236.1,,model,,
112810795,COQ8B,coenzyme Q8B,Callorhinus ursinus,northern fur seal,XM_073885136.1,XP_073741237.1,,model,,
112851319,COQ8B,coenzyme Q8B,Puma concolor,puma,XM_025914846.1,XP_025770631.1,10195515,model,,default-seq
112928364,COQ8B,coenzyme Q8B,Vulpes vulpes,red fox,XM_026009999.2,XP_025865784.1,10195515,model,,default-seq
112928364,COQ8B,coenzyme Q8B,Vulpes vulpes,red fox,XM_026010000.2,XP_025865785.1,10195515,model,,
112928364,COQ8B,coenzyme Q8B,Vulpes vulpes,red fox,XM_072753045.1,XP_072609146.1,,model,,
112928364,COQ8B,coenzyme Q8B,Vulpes vulpes,red fox,XM_072753059.1,XP_072609160.1,,model,,
112928364,COQ8B,coenzyme Q8B,Vulpes vulpes,red fox,XM_072753070.1,XP_072609171.1,,model,,
112928364,COQ8B,coenzyme Q8B,Vulpes vulpes,red fox,XM_072753077.1,XP_072609178.1,,model,,
113198705,Coq8b,coenzyme Q8B,Urocitellus parryii,Arctic ground squirrel,XM_026411552.1,XP_026267337.1,10195515,model,,default-seq
113243558,COQ8B,coenzyme Q8B,Ursus arctos,brown bear,XM_026482265.4,XP_026338050.1,10195515,model,,default-seq
113243558,COQ8B,coenzyme Q8B,Ursus arctos,brown bear,XM_026482266.4,XP_026338051.1,10195515,model,,
113243558,COQ8B,coenzyme Q8B,Ursus arctos,brown bear,XM_044378205.3,XP_044234140.1,,model,,
113243558,COQ8B,coenzyme Q8B,Ursus arctos,brown bear,XM_057314485.1,XP_057170468.1,,model,,
113243558,COQ8B,coenzyme Q8B,Ursus arctos,brown bear,XM_057314486.1,XP_057170469.1,,model,,
113605896,LOC113605896,coenzyme Q8B,Sagmatias obliquidens,Pacific white-sided dolphin,XM_027079589.1,XP_026935390.1,10195515,model,,default-seq
113605896,LOC113605896,coenzyme Q8B,Sagmatias obliquidens,Pacific white-sided dolphin,XM_027079590.1,XP_026935391.1,10195515,model,,
113605896,LOC113605896,coenzyme Q8B,Sagmatias obliquidens,Pacific white-sided dolphin,XM_027079591.1,XP_026935392.1,10195515,model,,
113605896,LOC113605896,coenzyme Q8B,Sagmatias obliquidens,Pacific white-sided dolphin,XM_027079592.1,XP_026935393.1,10195515,model,,
113605896,LOC113605896,coenzyme Q8B,Sagmatias obliquidens,Pacific white-sided dolphin,XM_027079593.1,XP_026935394.1,10195515,model,,
113876494,COQ8B,coenzyme Q8B,Bos indicus x Bos taurus,hybrid cattle,XM_027515773.1,XP_027371574.1,10195515,model,,default-seq
113876494,COQ8B,coenzyme Q8B,Bos indicus x Bos taurus,hybrid cattle,XM_027515774.1,XP_027371575.1,10195515,model,,
113876494,COQ8B,coenzyme Q8B,Bos indicus x Bos taurus,hybrid cattle,XM_027515775.1,XP_027371576.1,10195515,model,,
113876494,COQ8B,coenzyme Q8B,Bos indicus x Bos taurus,hybrid cattle,XM_027515776.1,XP_027371577.1,10195515,model,,
113876494,COQ8B,coenzyme Q8B,Bos indicus x Bos taurus,hybrid cattle,XM_027515777.1,XP_027371578.1,10195515,model,,
113935280,COQ8B,coenzyme Q8B,Zalophus californianus,California sea lion,XM_027617019.2,XP_027472820.2,,model,,default-seq
113935280,COQ8B,coenzyme Q8B,Zalophus californianus,California sea lion,XM_027617020.2,XP_027472821.2,,model,,
113935280,COQ8B,coenzyme Q8B,Zalophus californianus,California sea lion,XM_027617022.2,XP_027472823.2,,model,,
113935280,COQ8B,coenzyme Q8B,Zalophus californianus,California sea lion,XM_027617023.2,XP_027472824.2,,model,,
113935280,COQ8B,coenzyme Q8B,Zalophus californianus,California sea lion,XM_027617024.2,XP_027472825.2,,model,,
114038172,COQ8B,coenzyme Q8B,Vombatus ursinus,common wombat,XM_027855341.1,XP_027711142.1,10195515,model,,default-seq
114038172,COQ8B,coenzyme Q8B,Vombatus ursinus,common wombat,XM_027855342.1,XP_027711143.1,10195515,model,,
114038172,COQ8B,coenzyme Q8B,Vombatus ursinus,common wombat,XM_027855343.1,XP_027711144.1,10195515,model,,
114038172,COQ8B,coenzyme Q8B,Vombatus ursinus,common wombat,XM_027855344.1,XP_027711145.1,10195515,model,,
114097485,Coq8b,coenzyme Q8B,Marmota flaviventris,yellow-bellied marmot,XM_027941438.3,XP_027797239.2,,model,,default-seq
114202470,COQ8B,coenzyme Q8B,Eumetopias jubatus,Steller sea lion,XM_028095674.1,XP_027951475.1,10195515,model,,default-seq
114202470,COQ8B,coenzyme Q8B,Eumetopias jubatus,Steller sea lion,XM_028095675.1,XP_027951476.1,10195515,model,,
114202470,COQ8B,coenzyme Q8B,Eumetopias jubatus,Steller sea lion,XM_028095676.1,XP_027951477.1,10195515,model,,
114202470,COQ8B,coenzyme Q8B,Eumetopias jubatus,Steller sea lion,XM_028095677.1,XP_027951478.1,10195515,model,,
114511532,COQ8B,coenzyme Q8B,Phyllostomus discolor,pale spear-nosed bat,XM_028530252.2,XP_028386053.1,10195515,model,,default-seq
